"Date","Vol_Ann","Ticker","Signal"
2026-03-08,0.272150286199224,"LMT",0
2026-03-09,0.269687036493069,"LMT",0
2026-03-10,0.267400362235947,"LMT",0
2026-03-11,0.265278801518128,"LMT",0
2026-03-12,0.263311486512085,"LMT",0
2026-03-13,0.261488130455784,"LMT",0
2026-03-14,0.25979901284998,"LMT",0
2026-03-15,0.258234963085079,"LMT",0
2026-03-16,0.256787342726745,"LMT",0
2026-03-17,0.255448026695025,"LMT",0
2026-03-08,0.355424667579304,"RTX",0
2026-03-09,0.350532954078202,"RTX",0
2026-03-10,0.345942867043542,"RTX",0
2026-03-11,0.341638690613646,"RTX",0
2026-03-12,0.337605248463054,"RTX",0
2026-03-13,0.333827907914134,"RTX",0
2026-03-14,0.330292582753325,"RTX",0
2026-03-15,0.326985734559475,"RTX",0
2026-03-16,0.323894372405337,"RTX",0
2026-03-17,0.321006050845596,"RTX",0
2026-03-08,0.323700054082073,"NOC",0
2026-03-09,0.31787411350015,"NOC",0
2026-03-10,0.31259761703471,"NOC",0
2026-03-11,0.307825383041718,"NOC",0
2026-03-12,0.303514909851455,"NOC",0
2026-03-13,0.299626363590871,"NOC",0
2026-03-14,0.296122546621749,"NOC",0
2026-03-15,0.292968846898911,"NOC",0
2026-03-16,0.290133169484368,"NOC",0
2026-03-17,0.287585852156266,"NOC",0
2026-03-08,0.225564325921874,"GD",1
2026-03-09,0.225789713429447,"GD",1
2026-03-10,0.226000041902615,"GD",1
2026-03-11,0.226196330308287,"GD",1
2026-03-12,0.226379526993864,"GD",1
2026-03-13,0.226550514800313,"GD",1
2026-03-14,0.226710115776411,"GD",1
2026-03-15,0.226859095528974,"GD",1
2026-03-16,0.226998167240387,"GD",1
2026-03-17,0.227127995381652,"GD",1
2026-03-08,0.349264243858929,"BA",0
2026-03-09,0.351069630558476,"BA",0
2026-03-10,0.352790940239348,"BA",0
2026-03-11,0.354432509733802,"BA",0
2026-03-12,0.355998410897669,"BA",0
2026-03-13,0.357492470942282,"BA",0
2026-03-14,0.358918290786092,"BA",0
2026-03-15,0.360279261662606,"BA",0
2026-03-16,0.361578580188041,"BA",0
2026-03-17,0.362819262064173,"BA",0
2026-03-08,0.360648436805456,"HII",0
2026-03-09,0.354293188541037,"HII",0
2026-03-10,0.348054711284687,"HII",0
2026-03-11,0.341930945077342,"HII",0
2026-03-12,0.335919867628493,"HII",0
2026-03-13,0.330019493641193,"HII",0
2026-03-14,0.324227874148844,"HII",0
2026-03-15,0.318543095863551,"HII",0
2026-03-16,0.312963280535785,"HII",0
2026-03-17,0.307486584325141,"HII",0
2026-03-08,0.322138047157391,"LHX",0
2026-03-09,0.315386814775682,"LHX",0
2026-03-10,0.30944204396865,"LHX",0
2026-03-11,0.304218272505251,"LHX",0
2026-03-12,0.299636901858343,"LHX",0
2026-03-13,0.295626061542628,"LHX",0
2026-03-14,0.292120398060076,"LHX",0
2026-03-15,0.289060797687932,"LHX",0
2026-03-16,0.286394055602797,"LHX",0
2026-03-17,0.284072505332245,"LHX",0
2026-03-08,0.283637457029223,"LDOS",0
2026-03-09,0.283732764874146,"LDOS",0
2026-03-10,0.283812422886238,"LDOS",0
2026-03-11,0.283879004190128,"LDOS",0
2026-03-12,0.283934657822625,"LDOS",0
2026-03-13,0.283981178935578,"LDOS",0
2026-03-14,0.284020067284871,"LDOS",0
2026-03-15,0.28405257598796,"LDOS",0
2026-03-16,0.284079752188515,"LDOS",0
2026-03-17,0.284102470985018,"LDOS",0
2026-03-08,0.250551161296795,"ITA",0
2026-03-09,0.249449123507039,"ITA",1
2026-03-10,0.24838481198173,"ITA",1
2026-03-11,0.247357069814706,"ITA",1
2026-03-12,0.246364767570084,"ITA",1
2026-03-13,0.24540680306964,"ITA",1
2026-03-14,0.244482101158999,"ITA",1
2026-03-15,0.243589613453401,"ITA",1
2026-03-16,0.242728318063876,"ITA",1
2026-03-17,0.241897219304733,"ITA",1
2026-03-08,0.271861630569336,"XAR",0
2026-03-09,0.271027372684093,"XAR",0
2026-03-10,0.270215850814866,"XAR",0
2026-03-11,0.269426503735928,"XAR",0
2026-03-12,0.268658781262218,"XAR",0
2026-03-13,0.267912144158563,"XAR",0
2026-03-14,0.267186064044194,"XAR",0
2026-03-15,0.266480023292778,"XAR",0
2026-03-16,0.265793514928136,"XAR",0
2026-03-17,0.265126042515885,"XAR",0
2026-03-08,0.22378589587413,"PPA",1
2026-03-09,0.222774047829944,"PPA",1
2026-03-10,0.221805452806423,"PPA",1
2026-03-11,0.220878421135847,"PPA",1
2026-03-12,0.219991317028677,"PPA",1
2026-03-13,0.219142557729372,"PPA",1
2026-03-14,0.218330612624038,"PPA",1
2026-03-15,0.217554002304109,"PPA",1
2026-03-16,0.21681129759035,"PPA",1
2026-03-17,0.216101118521482,"PPA",1
2026-03-08,0.65982665690187,"DFEN",0
2026-03-09,0.653430726167587,"DFEN",0
2026-03-10,0.647109229858605,"DFEN",0
2026-03-11,0.640861422851185,"DFEN",0
2026-03-12,0.634686567969232,"DFEN",0
2026-03-13,0.628583935887307,"DFEN",0
2026-03-14,0.622552805034361,"DFEN",0
2026-03-15,0.616592461498152,"DFEN",0
2026-03-16,0.610702198930358,"DFEN",0
2026-03-17,0.604881318452371,"DFEN",0
